review_id,review,sentiment,label,category
28,"After using this smartphone for a while, I found that it is okay overall. Also, the battery life is average.",neutral,1,smartphone
29,"For a Bluetooth speaker, it has caused me several problems. However, the advertised features do not work.",negative,0,Bluetooth speaker
30,"The smartphone is usable but not outstanding, and the features are useful but limited.",neutral,1,smartphone
31,"The Bluetooth speaker I would not recommend it, and the battery drains very quickly.",negative,0,Bluetooth speaker
32,"My experience with the wireless headphones is that it has made my daily routine much easier. In particular, the performance is smooth.",positive,2,wireless headphones
33,"For a laptop, it is usable but not outstanding. However, the performance is adequate.",neutral,1,laptop
34,"My experience with the Bluetooth speaker is that it is acceptable for the price. In particular, the packaging was ordinary.",neutral,1,Bluetooth speaker
35,"After using this Bluetooth speaker for a while, I found that it performs worse than advertised. Also, the performance is slow.",negative,0,Bluetooth speaker
36,"For a smartphone, it is usable but not outstanding. However, the controls take some getting used to.",neutral,1,smartphone
37,"My experience with the wireless headphones is that it is acceptable for the price. In particular, the packaging was ordinary.",neutral,1,wireless headphones
38,"For a wireless headphones, it has poor overall quality. However, the battery drains very quickly.",negative,0,wireless headphones
39,"My experience with the Bluetooth speaker is that it feels poorly made. In particular, the setup was confusing.",negative,0,Bluetooth speaker
40,"The laptop has not impressed me much, and the performance is adequate.",neutral,1,laptop
41,I bought the laptop recently. It performs really well; the design is comfortable.,positive,2,laptop
42,The smartphone has been very disappointing. One thing I noticed is that the packaging arrived damaged.,negative,0,smartphone
43,"After using this Bluetooth speaker for a while, I found that it works exactly as expected. Also, the customer support was helpful.",positive,2,Bluetooth speaker
44,I bought the Bluetooth speaker recently. It has caused me several problems; the delivery was late.,negative,0,Bluetooth speaker
45,"The smartphone is surprisingly durable, and the battery lasts all day.",positive,2,smartphone
46,"The Bluetooth speaker is not worth the money, and the performance is slow.",negative,0,Bluetooth speaker
47,"The Bluetooth speaker has caused me several problems, and the sound is distorted.",negative,0,Bluetooth speaker
48,The wireless headphones feels poorly made. One thing I noticed is that the design is uncomfortable.,negative,0,wireless headphones
49,I bought the wireless headphones recently. It is not worth the money; the design is uncomfortable.,negative,0,wireless headphones
50,"My experience with the laptop is that it is not worth the money. In particular, the design is uncomfortable.",negative,0,laptop
51,I bought the Bluetooth speaker recently. It has both good and average features; the packaging was ordinary.,neutral,1,Bluetooth speaker
52,The Bluetooth speaker has been reliable so far. One thing I noticed is that the design is comfortable.,positive,2,Bluetooth speaker
53,I bought the Bluetooth speaker recently. It performs worse than advertised; the packaging arrived damaged.,negative,0,Bluetooth speaker
54,I bought the smartphone recently. It performs worse than advertised; the design is uncomfortable.,negative,0,smartphone
55,"My experience with the Bluetooth speaker is that it has excellent quality. In particular, the design is comfortable.",positive,2,Bluetooth speaker
56,"After using this Bluetooth speaker for a while, I found that it stopped working sooner than expected. Also, the performance is slow.",negative,0,Bluetooth speaker
57,"After using this smartphone for a while, I found that it looks great and feels solid. Also, the customer support was helpful.",positive,2,smartphone
58,"The Bluetooth speaker is worth the money, and the controls are intuitive.",positive,2,Bluetooth speaker
59,"My experience with the laptop is that it works exactly as expected. In particular, the setup was quick.",positive,2,laptop
60,The Bluetooth speaker has poor overall quality. One thing I noticed is that the packaging arrived damaged.,negative,0,Bluetooth speaker
61,"My experience with the Bluetooth speaker is that it has been very disappointing. In particular, customer support was unhelpful.",negative,0,Bluetooth speaker
62,The smartphone has caused me several problems. One thing I noticed is that the delivery was late.,negative,0,smartphone
63,"The laptop does not work properly, and the battery drains very quickly.",negative,0,laptop
64,"After using this wireless headphones for a while, I found that it was a frustrating purchase. Also, the controls frequently stop responding.",negative,0,wireless headphones
65,"The smartphone performs worse than advertised, and the advertised features do not work.",negative,0,smartphone
66,"After using this smartphone for a while, I found that it has made my daily routine much easier. Also, the sound is clear.",positive,2,smartphone
67,"My experience with the wireless headphones is that it has caused me several problems. In particular, the setup was confusing.",negative,0,wireless headphones
68,"After using this wireless headphones for a while, I found that it has both good and average features. Also, the features are useful but limited.",neutral,1,wireless headphones
69,The smartphone is fine for basic use. One thing I noticed is that the support response was acceptable.,neutral,1,smartphone
70,"The wireless headphones is usable but not outstanding, and the battery life is average.",neutral,1,wireless headphones
71,I bought the wireless headphones recently. It is acceptable for the price; the delivery arrived on time.,neutral,1,wireless headphones
72,"My experience with the smartphone is that it stopped working sooner than expected. In particular, the delivery was late.",negative,0,smartphone
73,I bought the Bluetooth speaker recently. It has made my daily routine much easier; the setup was quick.,positive,2,Bluetooth speaker
74,"The wireless headphones has caused me several problems, and the sound is distorted.",negative,0,wireless headphones
75,"The wireless headphones has poor overall quality, and the advertised features do not work.",negative,0,wireless headphones
76,"The wireless headphones has both good and average features, and the battery life is average.",neutral,1,wireless headphones
77,"For a smartphone, it was a frustrating purchase. However, the sound is distorted.",negative,0,smartphone
78,"After using this wireless headphones for a while, I found that it has caused me several problems. Also, the controls frequently stop responding.",negative,0,wireless headphones
79,"For a smartphone, it is easy to use. However, the controls are intuitive.",positive,2,smartphone
80,"After using this wireless headphones for a while, I found that it is surprisingly durable. Also, the battery lasts all day.",positive,2,wireless headphones
81,"My experience with the Bluetooth speaker is that it performs really well. In particular, the performance is smooth.",positive,2,Bluetooth speaker
82,"After using this laptop for a while, I found that it does not work properly. Also, the advertised features do not work.",negative,0,laptop
83,"After using this wireless headphones for a while, I found that it is easy to use. Also, the sound is clear.",positive,2,wireless headphones
84,The smartphone does not work properly. One thing I noticed is that the design is uncomfortable.,negative,0,smartphone
85,"For a smartphone, it is fine for basic use. However, the features are useful but limited.",neutral,1,smartphone
86,"After using this laptop for a while, I found that it has excellent quality. Also, the customer support was helpful.",positive,2,laptop
87,"After using this laptop for a while, I found that it is worth the money. Also, the controls are intuitive.",positive,2,laptop
88,"The smartphone has poor overall quality, and the sound is distorted.",negative,0,smartphone
89,"The laptop feels well made, and the controls are intuitive.",positive,2,laptop
90,The laptop does what it is supposed to do. One thing I noticed is that the delivery arrived on time.,neutral,1,laptop
91,The smartphone does what it is supposed to do. One thing I noticed is that the design is fairly basic.,neutral,1,smartphone
92,I bought the wireless headphones recently. It is neither particularly good nor bad; the setup took some time.,neutral,1,wireless headphones
93,"For a laptop, it was a frustrating purchase. However, the controls frequently stop responding.",negative,0,laptop
94,"My experience with the Bluetooth speaker is that it was a frustrating purchase. In particular, the setup was confusing.",negative,0,Bluetooth speaker
95,"My experience with the laptop is that it works exactly as expected. In particular, the packaging was secure.",positive,2,laptop
96,"The laptop is okay overall, and the battery life is average.",neutral,1,laptop
97,"After using this smartphone for a while, I found that it has both good and average features. Also, the sound quality is decent.",neutral,1,smartphone
98,I bought the smartphone recently. It works exactly as expected; the features are useful.,positive,2,smartphone
99,"For a laptop, it I would not recommend it. However, the performance is slow.",negative,0,laptop
100,"My experience with the smartphone is that it feels poorly made. In particular, the design is uncomfortable.",negative,0,smartphone
101,"After using this smartphone for a while, I found that it meets my basic expectations. Also, the performance is adequate.",neutral,1,smartphone
102,"After using this smartphone for a while, I found that it is not worth the money. Also, the battery drains very quickly.",negative,0,smartphone
103,The Bluetooth speaker has both good and average features. One thing I noticed is that the delivery arrived on time.,neutral,1,Bluetooth speaker
104,"My experience with the wireless headphones is that it was a frustrating purchase. In particular, the setup was confusing.",negative,0,wireless headphones
105,"My experience with the wireless headphones is that it looks great and feels solid. In particular, the setup was quick.",positive,2,wireless headphones
106,"My experience with the Bluetooth speaker is that it has both good and average features. In particular, the support response was acceptable.",neutral,1,Bluetooth speaker
107,I bought the Bluetooth speaker recently. It works exactly as expected; the setup was quick.,positive,2,Bluetooth speaker
108,"The smartphone works exactly as expected, and the customer support was helpful.",positive,2,smartphone
109,"The Bluetooth speaker performs really well, and the delivery was fast.",positive,2,Bluetooth speaker
110,"For a smartphone, it has been reliable so far. However, the delivery was fast.",positive,2,smartphone
111,The Bluetooth speaker has poor overall quality. One thing I noticed is that the setup was confusing.,negative,0,Bluetooth speaker
112,The wireless headphones looks great and feels solid. One thing I noticed is that the features are useful.,positive,2,wireless headphones
113,"The smartphone has caused me several problems, and the controls frequently stop responding.",negative,0,smartphone
114,The smartphone has made my daily routine much easier. One thing I noticed is that the setup was quick.,positive,2,smartphone
115,The laptop is acceptable for the price. One thing I noticed is that the setup took some time.,neutral,1,laptop
116,"My experience with the laptop is that it has been reliable so far. In particular, the packaging was secure.",positive,2,laptop
117,"For a laptop, it is not worth the money. However, the sound is distorted.",negative,0,laptop
118,"After using this smartphone for a while, I found that it has caused me several problems. Also, the advertised features do not work.",negative,0,smartphone
119,"My experience with the Bluetooth speaker is that it is fine for basic use. In particular, the delivery arrived on time.",neutral,1,Bluetooth speaker
120,"The smartphone I would not recommend it, and the performance is slow.",negative,0,smartphone
121,I bought the smartphone recently. It has both good and average features; the design is fairly basic.,neutral,1,smartphone
122,I bought the smartphone recently. It works exactly as expected; the performance is smooth.,positive,2,smartphone
123,The laptop works exactly as expected. One thing I noticed is that the performance is smooth.,positive,2,laptop
124,The laptop performs really well. One thing I noticed is that the features are useful.,positive,2,laptop
125,I bought the wireless headphones recently. It does what it is supposed to do; the design is fairly basic.,neutral,1,wireless headphones
126,"After using this Bluetooth speaker for a while, I found that it looks great and feels solid. Also, the delivery was fast.",positive,2,Bluetooth speaker
127,"My experience with the Bluetooth speaker is that it feels poorly made. In particular, the packaging arrived damaged.",negative,0,Bluetooth speaker
128,"After using this smartphone for a while, I found that it feels poorly made. Also, the advertised features do not work.",negative,0,smartphone
129,"The laptop is usable but not outstanding, and the sound quality is decent.",neutral,1,laptop
130,"After using this laptop for a while, I found that it has both good and average features. Also, the battery life is average.",neutral,1,laptop
131,"For a laptop, it has poor overall quality. However, the sound is distorted.",negative,0,laptop
132,The Bluetooth speaker is easy to use. One thing I noticed is that the packaging was secure.,positive,2,Bluetooth speaker
133,"After using this Bluetooth speaker for a while, I found that it has been very disappointing. Also, the advertised features do not work.",negative,0,Bluetooth speaker
134,The laptop stopped working sooner than expected. One thing I noticed is that the design is uncomfortable.,negative,0,laptop
135,I bought the laptop recently. It is easy to use; the packaging was secure.,positive,2,laptop
136,"The laptop is acceptable for the price, and the performance is adequate.",neutral,1,laptop
137,"My experience with the laptop is that it is fine for basic use. In particular, the design is fairly basic.",neutral,1,laptop
138,"The wireless headphones is okay overall, and the features are useful but limited.",neutral,1,wireless headphones
139,The wireless headphones is okay overall. One thing I noticed is that the setup took some time.,neutral,1,wireless headphones
140,The smartphone feels well made. One thing I noticed is that the design is comfortable.,positive,2,smartphone
141,"My experience with the laptop is that it has made my daily routine much easier. In particular, the packaging was secure.",positive,2,laptop
142,"For a laptop, it is acceptable for the price. However, the controls take some getting used to.",neutral,1,laptop
143,"For a Bluetooth speaker, it I would not recommend it. However, the sound is distorted.",negative,0,Bluetooth speaker
144,"After using this laptop for a while, I found that it has both good and average features. Also, the controls take some getting used to.",neutral,1,laptop
145,I bought the Bluetooth speaker recently. It is neither particularly good nor bad; the packaging was ordinary.,neutral,1,Bluetooth speaker
146,"The smartphone has both good and average features, and the performance is adequate.",neutral,1,smartphone
147,The Bluetooth speaker does what it is supposed to do. One thing I noticed is that the packaging was ordinary.,neutral,1,Bluetooth speaker
148,"After using this laptop for a while, I found that it is neither particularly good nor bad. Also, the controls take some getting used to.",neutral,1,laptop
149,The smartphone is usable but not outstanding. One thing I noticed is that the packaging was ordinary.,neutral,1,smartphone
150,"My experience with the wireless headphones is that it meets my basic expectations. In particular, the setup took some time.",neutral,1,wireless headphones
151,"After using this Bluetooth speaker for a while, I found that it works exactly as expected. Also, the controls are intuitive.",positive,2,Bluetooth speaker
152,"After using this Bluetooth speaker for a while, I found that it does not work properly. Also, the sound is distorted.",negative,0,Bluetooth speaker
153,"For a Bluetooth speaker, it is acceptable for the price. However, the features are useful but limited.",neutral,1,Bluetooth speaker
154,The laptop has been very disappointing. One thing I noticed is that customer support was unhelpful.,negative,0,laptop
155,I bought the smartphone recently. It has been reliable so far; the performance is smooth.,positive,2,smartphone
156,"My experience with the wireless headphones is that it has both good and average features. In particular, the design is fairly basic.",neutral,1,wireless headphones
157,"For a Bluetooth speaker, it feels poorly made. However, the advertised features do not work.",negative,0,Bluetooth speaker
158,"After using this laptop for a while, I found that it performs worse than advertised. Also, the battery drains very quickly.",negative,0,laptop
159,"For a Bluetooth speaker, it has excellent quality. However, the delivery was fast.",positive,2,Bluetooth speaker
160,"The Bluetooth speaker has been very disappointing, and the controls frequently stop responding.",negative,0,Bluetooth speaker
161,"After using this laptop for a while, I found that it performs really well. Also, the delivery was fast.",positive,2,laptop
162,I bought the smartphone recently. It feels well made; the packaging was secure.,positive,2,smartphone
163,"After using this laptop for a while, I found that it feels well made. Also, the sound is clear.",positive,2,laptop
164,"The laptop has poor overall quality, and the battery drains very quickly.",negative,0,laptop
165,"After using this laptop for a while, I found that it I would not recommend it. Also, the battery drains very quickly.",negative,0,laptop
166,"The wireless headphones has excellent quality, and the controls are intuitive.",positive,2,wireless headphones
167,"The wireless headphones I would not recommend it, and the controls frequently stop responding.",negative,0,wireless headphones
168,"My experience with the wireless headphones is that it looks great and feels solid. In particular, the packaging was secure.",positive,2,wireless headphones
169,"The wireless headphones has excellent quality, and the customer support was helpful.",positive,2,wireless headphones
170,I bought the wireless headphones recently. It stopped working sooner than expected; the setup was confusing.,negative,0,wireless headphones
171,"After using this Bluetooth speaker for a while, I found that it is neither particularly good nor bad. Also, the performance is adequate.",neutral,1,Bluetooth speaker
172,"My experience with the smartphone is that it is surprisingly durable. In particular, the performance is smooth.",positive,2,smartphone
173,I bought the Bluetooth speaker recently. It does not work properly; customer support was unhelpful.,negative,0,Bluetooth speaker
174,"For a laptop, it I would not recommend it. However, the advertised features do not work.",negative,0,laptop
175,I bought the smartphone recently. It I would not recommend it; customer support was unhelpful.,negative,0,smartphone
176,"For a smartphone, it is neither particularly good nor bad. However, the battery life is average.",neutral,1,smartphone
177,"For a smartphone, it has poor overall quality. However, the advertised features do not work.",negative,0,smartphone
178,I bought the Bluetooth speaker recently. It has been reliable so far; the setup was quick.,positive,2,Bluetooth speaker
179,"For a wireless headphones, it was a frustrating purchase. However, the advertised features do not work.",negative,0,wireless headphones
180,"My experience with the Bluetooth speaker is that it meets my basic expectations. In particular, the packaging was ordinary.",neutral,1,Bluetooth speaker
181,"The Bluetooth speaker is acceptable for the price, and the sound quality is decent.",neutral,1,Bluetooth speaker
182,"After using this wireless headphones for a while, I found that it feels well made. Also, the delivery was fast.",positive,2,wireless headphones
183,"For a laptop, it has been very disappointing. However, the advertised features do not work.",negative,0,laptop
184,The laptop has been reliable so far. One thing I noticed is that the features are useful.,positive,2,laptop
185,"After using this laptop for a while, I found that it I would not recommend it. Also, the controls frequently stop responding.",negative,0,laptop
186,The smartphone has made my daily routine much easier. One thing I noticed is that the packaging was secure.,positive,2,smartphone
187,I bought the wireless headphones recently. It is usable but not outstanding; the packaging was ordinary.,neutral,1,wireless headphones
188,"For a wireless headphones, it has been reliable so far. However, the sound is clear.",positive,2,wireless headphones
189,The wireless headphones is acceptable for the price. One thing I noticed is that the support response was acceptable.,neutral,1,wireless headphones
190,"For a smartphone, it works reasonably well. However, the controls take some getting used to.",neutral,1,smartphone
191,"The wireless headphones has been reliable so far, and the battery lasts all day.",positive,2,wireless headphones
192,The laptop is usable but not outstanding. One thing I noticed is that the design is fairly basic.,neutral,1,laptop
193,"For a wireless headphones, it does not work properly. However, the battery drains very quickly.",negative,0,wireless headphones
194,The wireless headphones is easy to use. One thing I noticed is that the packaging was secure.,positive,2,wireless headphones
195,"After using this wireless headphones for a while, I found that it is neither particularly good nor bad. Also, the performance is adequate.",neutral,1,wireless headphones
196,"The smartphone I would not recommend it, and the advertised features do not work.",negative,0,smartphone
197,The wireless headphones has caused me several problems. One thing I noticed is that customer support was unhelpful.,negative,0,wireless headphones
198,"For a smartphone, it works exactly as expected. However, the delivery was fast.",positive,2,smartphone
199,"For a smartphone, it has made my daily routine much easier. However, the delivery was fast.",positive,2,smartphone
200,The laptop has poor overall quality. One thing I noticed is that the delivery was late.,negative,0,laptop
201,"After using this wireless headphones for a while, I found that it works exactly as expected. Also, the customer support was helpful.",positive,2,wireless headphones
202,The smartphone works exactly as expected. One thing I noticed is that the packaging was secure.,positive,2,smartphone
203,The laptop has not impressed me much. One thing I noticed is that the packaging was ordinary.,neutral,1,laptop
204,"The smartphone is surprisingly durable, and the delivery was fast.",positive,2,smartphone
205,I bought the wireless headphones recently. It looks great and feels solid; the design is comfortable.,positive,2,wireless headphones
206,"For a laptop, it feels poorly made. However, the battery drains very quickly.",negative,0,laptop
207,"For a Bluetooth speaker, it meets my basic expectations. However, the features are useful but limited.",neutral,1,Bluetooth speaker
208,The Bluetooth speaker does what it is supposed to do. One thing I noticed is that the setup took some time.,neutral,1,Bluetooth speaker
209,I bought the Bluetooth speaker recently. It does what it is supposed to do; the design is fairly basic.,neutral,1,Bluetooth speaker
210,"The Bluetooth speaker has excellent quality, and the controls are intuitive.",positive,2,Bluetooth speaker
211,"The Bluetooth speaker has made my daily routine much easier, and the battery lasts all day.",positive,2,Bluetooth speaker
212,The Bluetooth speaker meets my basic expectations. One thing I noticed is that the support response was acceptable.,neutral,1,Bluetooth speaker
213,"My experience with the wireless headphones is that it does what it is supposed to do. In particular, the delivery arrived on time.",neutral,1,wireless headphones
214,"After using this wireless headphones for a while, I found that it has made my daily routine much easier. Also, the customer support was helpful.",positive,2,wireless headphones
215,"After using this smartphone for a while, I found that it has been reliable so far. Also, the sound is clear.",positive,2,smartphone
216,I bought the laptop recently. It performs worse than advertised; the delivery was late.,negative,0,laptop
217,"My experience with the laptop is that it has both good and average features. In particular, the setup took some time.",neutral,1,laptop
218,I bought the laptop recently. It is not worth the money; the packaging arrived damaged.,negative,0,laptop
219,"The laptop meets my basic expectations, and the performance is adequate.",neutral,1,laptop
220,"After using this smartphone for a while, I found that it has not impressed me much. Also, the features are useful but limited.",neutral,1,smartphone
221,"The Bluetooth speaker has been reliable so far, and the delivery was fast.",positive,2,Bluetooth speaker
222,The smartphone performs really well. One thing I noticed is that the packaging was secure.,positive,2,smartphone
223,"The laptop works exactly as expected, and the sound is clear.",positive,2,laptop
224,"For a smartphone, it looks great and feels solid. However, the sound is clear.",positive,2,smartphone
225,"The laptop I would not recommend it, and the sound is distorted.",negative,0,laptop
226,The smartphone does what it is supposed to do. One thing I noticed is that the support response was acceptable.,neutral,1,smartphone
227,"For a Bluetooth speaker, it is okay overall. However, the battery life is average.",neutral,1,Bluetooth speaker
228,The wireless headphones was a frustrating purchase. One thing I noticed is that the design is uncomfortable.,negative,0,wireless headphones
229,"My experience with the laptop is that it stopped working sooner than expected. In particular, the setup was confusing.",negative,0,laptop
230,"For a laptop, it is acceptable for the price. However, the battery life is average.",neutral,1,laptop
231,"My experience with the Bluetooth speaker is that it stopped working sooner than expected. In particular, the design is uncomfortable.",negative,0,Bluetooth speaker
232,"My experience with the smartphone is that it feels poorly made. In particular, customer support was unhelpful.",negative,0,smartphone
233,I bought the laptop recently. It has excellent quality; the setup was quick.,positive,2,laptop
234,"For a laptop, it is fine for basic use. However, the sound quality is decent.",neutral,1,laptop
235,The smartphone is worth the money. One thing I noticed is that the performance is smooth.,positive,2,smartphone
236,"For a Bluetooth speaker, it was a frustrating purchase. However, the performance is slow.",negative,0,Bluetooth speaker
237,I bought the wireless headphones recently. It performs really well; the packaging was secure.,positive,2,wireless headphones
238,"For a smartphone, it is fine for basic use. However, the performance is adequate.",neutral,1,smartphone
239,"My experience with the Bluetooth speaker is that it has made my daily routine much easier. In particular, the performance is smooth.",positive,2,Bluetooth speaker
240,"After using this wireless headphones for a while, I found that it is worth the money. Also, the sound is clear.",positive,2,wireless headphones
241,I bought the Bluetooth speaker recently. It stopped working sooner than expected; the setup was confusing.,negative,0,Bluetooth speaker
242,"My experience with the wireless headphones is that it works reasonably well. In particular, the support response was acceptable.",neutral,1,wireless headphones
243,"For a wireless headphones, it has poor overall quality. However, the controls frequently stop responding.",negative,0,wireless headphones
244,"After using this wireless headphones for a while, I found that it performs really well. Also, the customer support was helpful.",positive,2,wireless headphones
245,"The smartphone stopped working sooner than expected, and the advertised features do not work.",negative,0,smartphone
246,The smartphone is fine for basic use. One thing I noticed is that the design is fairly basic.,neutral,1,smartphone
247,"My experience with the laptop is that it is okay overall. In particular, the design is fairly basic.",neutral,1,laptop
248,"The smartphone feels well made, and the battery lasts all day.",positive,2,smartphone
249,"My experience with the wireless headphones is that it performs worse than advertised. In particular, the design is uncomfortable.",negative,0,wireless headphones
250,"My experience with the smartphone is that it is not worth the money. In particular, the setup was confusing.",negative,0,smartphone
251,"For a Bluetooth speaker, it does what it is supposed to do. However, the controls take some getting used to.",neutral,1,Bluetooth speaker
252,"For a Bluetooth speaker, it has poor overall quality. However, the controls frequently stop responding.",negative,0,Bluetooth speaker
253,"My experience with the Bluetooth speaker is that it performs worse than advertised. In particular, the design is uncomfortable.",negative,0,Bluetooth speaker
254,I bought the smartphone recently. It stopped working sooner than expected; customer support was unhelpful.,negative,0,smartphone
255,"The wireless headphones looks great and feels solid, and the sound is clear.",positive,2,wireless headphones
256,I bought the laptop recently. It is easy to use; the setup was quick.,positive,2,laptop
257,"After using this laptop for a while, I found that it feels poorly made. Also, the sound is distorted.",negative,0,laptop
258,"The smartphone does what it is supposed to do, and the sound quality is decent.",neutral,1,smartphone
259,"After using this laptop for a while, I found that it performs worse than advertised. Also, the controls frequently stop responding.",negative,0,laptop
260,"My experience with the Bluetooth speaker is that it performs really well. In particular, the features are useful.",positive,2,Bluetooth speaker
261,"After using this wireless headphones for a while, I found that it meets my basic expectations. Also, the controls take some getting used to.",neutral,1,wireless headphones
262,"For a Bluetooth speaker, it has caused me several problems. However, the performance is slow.",negative,0,Bluetooth speaker
263,I bought the laptop recently. It works exactly as expected; the design is comfortable.,positive,2,laptop
264,I bought the laptop recently. It does what it is supposed to do; the packaging was ordinary.,neutral,1,laptop
265,"My experience with the laptop is that it is neither particularly good nor bad. In particular, the packaging was ordinary.",neutral,1,laptop
266,"After using this Bluetooth speaker for a while, I found that it is okay overall. Also, the sound quality is decent.",neutral,1,Bluetooth speaker
267,"My experience with the smartphone is that it has not impressed me much. In particular, the design is fairly basic.",neutral,1,smartphone
268,I bought the smartphone recently. It is okay overall; the delivery arrived on time.,neutral,1,smartphone
269,"The smartphone has excellent quality, and the sound is clear.",positive,2,smartphone
270,The wireless headphones is neither particularly good nor bad. One thing I noticed is that the delivery arrived on time.,neutral,1,wireless headphones
271,"For a smartphone, it is usable but not outstanding. However, the battery life is average.",neutral,1,smartphone
272,"For a Bluetooth speaker, it is neither particularly good nor bad. However, the sound quality is decent.",neutral,1,Bluetooth speaker
273,"The laptop has both good and average features, and the sound quality is decent.",neutral,1,laptop
274,I bought the wireless headphones recently. It has been reliable so far; the packaging was secure.,positive,2,wireless headphones
275,I bought the laptop recently. It was a frustrating purchase; customer support was unhelpful.,negative,0,laptop
276,"My experience with the wireless headphones is that it stopped working sooner than expected. In particular, customer support was unhelpful.",negative,0,wireless headphones
277,"The wireless headphones stopped working sooner than expected, and the battery drains very quickly.",negative,0,wireless headphones
278,"After using this laptop for a while, I found that it is not worth the money. Also, the performance is slow.",negative,0,laptop
279,"For a wireless headphones, it is acceptable for the price. However, the features are useful but limited.",neutral,1,wireless headphones
280,"For a smartphone, it stopped working sooner than expected. However, the controls frequently stop responding.",negative,0,smartphone
281,"The Bluetooth speaker works exactly as expected, and the battery lasts all day.",positive,2,Bluetooth speaker
282,"For a wireless headphones, it performs really well. However, the sound is clear.",positive,2,wireless headphones
283,"My experience with the wireless headphones is that it has been very disappointing. In particular, the design is uncomfortable.",negative,0,wireless headphones
284,"After using this wireless headphones for a while, I found that it has been reliable so far. Also, the controls are intuitive.",positive,2,wireless headphones
285,"For a laptop, it works reasonably well. However, the performance is adequate.",neutral,1,laptop
286,The laptop has been reliable so far. One thing I noticed is that the performance is smooth.,positive,2,laptop
287,"After using this laptop for a while, I found that it has not impressed me much. Also, the sound quality is decent.",neutral,1,laptop
288,I bought the wireless headphones recently. It is easy to use; the performance is smooth.,positive,2,wireless headphones
289,The Bluetooth speaker meets my basic expectations. One thing I noticed is that the design is fairly basic.,neutral,1,Bluetooth speaker
290,"My experience with the laptop is that it is worth the money. In particular, the performance is smooth.",positive,2,laptop
291,"The wireless headphones is fine for basic use, and the performance is adequate.",neutral,1,wireless headphones
292,The Bluetooth speaker is worth the money. One thing I noticed is that the packaging was secure.,positive,2,Bluetooth speaker
293,The wireless headphones has both good and average features. One thing I noticed is that the delivery arrived on time.,neutral,1,wireless headphones
294,"After using this Bluetooth speaker for a while, I found that it performs really well. Also, the customer support was helpful.",positive,2,Bluetooth speaker
295,"For a smartphone, it has been very disappointing. However, the battery drains very quickly.",negative,0,smartphone
296,"The Bluetooth speaker is okay overall, and the performance is adequate.",neutral,1,Bluetooth speaker
297,"For a wireless headphones, it is usable but not outstanding. However, the sound quality is decent.",neutral,1,wireless headphones
298,The laptop feels well made. One thing I noticed is that the packaging was secure.,positive,2,laptop
299,"The wireless headphones works exactly as expected, and the delivery was fast.",positive,2,wireless headphones
300,The Bluetooth speaker is easy to use. One thing I noticed is that the setup was quick.,positive,2,Bluetooth speaker
